,lat,lon,city,style,building_type,cooling_type,heating_type,price,number_of_beds,number_of_baths,extra_space,fire_place
0,43.33341,-79.88293,Waterdown,Townhouse,Row / Townhouse,Central air conditioning,Forced air,749900.0,2,3,0,0
1,43.8563707,-79.3376825,Markham,Detached,House,Central air conditioning,Forced air,2998000.0,5,8,1,1
2,43.67089,-79.316931,Toronto,Detached,House,Central air conditioning,Forced air,2599900.0,3,4,0,1
3,43.5896231,-79.6443879,Mississauga,Semi-Detached,House,Central air conditioning,Forced air,2499850.0,4,4,1,0
4,43.447436,-79.666672,Oakville,Detached,House,Central air conditioning,Forced air,1999000.0,5,4,0,1
5,43.650005,-79.482809,Toronto,Detached,House,Wall unit,Hot water radiator heat,1499000.0,3,2,0,0
6,43.1561412,-79.9161804,Mount Hope,Detached,House,Central air conditioning,"Baseboard heaters, Forced air",1425000.0,3,3,0,0
7,43.8801166,-79.4392925,Richmond Hill,Townhouse,Row / Townhouse,Central air conditioning,Forced air,1199000.0,3,3,0,0
8,43.8801166,-79.4392925,Richmond Hill,Detached,House,Central air conditioning,Forced air,1098000.0,3,2,0,0
9,43.6858146,-79.7599337,Brampton,Detached,House,Central air conditioning,Forced air,999900.0,4,2,0,1
10,43.8975558,-78.8635324,Oshawa,Detached,House,Central air conditioning,Forced air,949900.0,4,3,1,0
11,43.5896231,-79.6443879,Mississauga,Townhouse,Row / Townhouse,Central air conditioning,Forced air,875000.0,3,3,0,1
12,45.4208777,-75.6901106,Ottawa,Detached,House,Central air conditioning,Forced air,866000.0,3,2,0,0
13,43.641342,-79.399759,Toronto,Townhouse,Row / Townhouse,Wall unit,Baseboard heaters,838000.0,2,2,1,1
14,43.6858146,-79.7599337,Brampton,Townhouse,Row / Townhouse,Central air conditioning,Forced air,749888.0,3,3,0,1
15,45.4208777,-75.6901106,Ottawa,Townhouse,Row / Townhouse,Central air conditioning,Forced air,645900.0,3,2,0,1
16,45.0154164,-75.644567,Kemptville,Detached,House,Wall unit,"Baseboard heaters, Other",599999.0,2,1,0,1
17,43.1408157,-80.2631733,Brantford,Townhouse,Row / Townhouse,Central air conditioning,Forced air,599000.0,3,3,0,0
18,45.041406,-74.733993,Cornwall,Detached,House,Central air conditioning,Forced air,579000.0,2,2,1,0
19,45.821328,-77.110488,Pembroke,Detached,House,Central air conditioning,Forced air,550000.0,3,2,0,1
20,42.1013315,-83.1086458,Amherstburg,Detached,House,"Central air conditioning, Fully air conditioned",Forced air,549900.0,3,2,0,0
21,43.2560802,-79.8728583,Hamilton,Townhouse,Row / Townhouse,"Central air conditioning, Fully air conditioned",Forced air,400000.0,2,3,1,0
22,43.2560802,-79.8728583,Hamilton,Townhouse,Row / Townhouse,"Central air conditioning, Fully air conditioned",Forced air,400000.0,2,3,1,0
23,42.969292,-81.20529,London,Townhouse,Row / Townhouse,Central air conditioning,Forced air,399900.0,4,2,0,0
24,43.621861,-79.943877,Halton Hills,Detached,House,Central air conditioning,Forced air,2999000.0,4,4,0,1
25,44.3596825,-78.7421729,Kawartha Lakes,Detached,House,Central air conditioning,Forced air,2900000.0,6,6,0,1
26,44.3150892,-79.5461073,Innisfil,Townhouse,Row / Townhouse,Central air conditioning,Forced air,2699000.0,4,5,0,1
27,43.5896231,-79.6443879,Mississauga,Detached,House,Central air conditioning,Forced air,2390000.0,4,5,1,1
28,43.5896231,-79.6443879,Mississauga,Detached,House,Central air conditioning,Forced air,2199000.0,4,4,1,1
29,43.68009,-79.354896,Toronto,Detached,House,Central air conditioning,Forced air,2195000.0,4,5,1,1
30,43.671561,-79.403274,Toronto,Detached,House,Central air conditioning,Forced air,2059000.0,3,2,1,1
31,43.654509,-79.509097,Toronto,Detached,House,Wall unit,Hot water radiator heat,1990000.0,4,3,0,1
32,43.7941544,-79.5268023,Vaughan,Detached,House,Central air conditioning,Forced air,1988800.0,4,4,1,1
33,43.513671,-79.882817,Milton,Detached,House,Central air conditioning,Forced air,1899999.0,4,5,0,1
34,43.5896231,-79.6443879,Mississauga,Detached,House,Central air conditioning,Forced air,1849000.0,3,5,1,0
35,45.4208777,-75.6901106,Ottawa,Detached,House,Central air conditioning,Forced air,1800000.0,4,4,0,1
36,44.5445701,-79.54891085886374,Oro-Medonte,Detached,House,Central air conditioning,Forced air,1799000.0,3,4,1,1
37,43.6858146,-79.7599337,Brampton,Detached,House,Central air conditioning,Forced air,1799000.0,4,6,1,1
38,43.5896231,-79.6443879,Mississauga,Detached,House,Central air conditioning,Forced air,1798000.0,3,2,1,1
39,43.513671,-79.882817,Milton,Detached,House,Central air conditioning,Radiant heat,1749900.0,4,2,0,1
40,44.056258,-79.461708,Newmarket,Detached,House,Central air conditioning,Forced air,1738000.0,4,5,0,1
41,43.513671,-79.882817,Milton,Detached,House,Central air conditioning,Forced air,1699990.0,4,6,1,1
42,43.738576,-79.468834,Toronto,Detached,House,Central air conditioning,Forced air,1698000.0,3,4,1,1
43,43.660438,-79.465004,Toronto,Detached,House,Wall unit,Hot water radiator heat,1649000.0,3,2,0,0
44,43.842903,-79.89885,Caledon,Detached,House,Central air conditioning,Forced air,1599900.0,4,4,0,1
45,43.704081,-79.255219,Toronto,Detached,House,Central air conditioning,Forced air,1599000.0,3,2,0,1
46,43.704284,-79.587129,Toronto,Detached,House,Central air conditioning,Forced air,1595000.0,4,4,0,0
47,42.0378963,-82.7396606,Kingsville,Detached,House,Central air conditioning,Forced air,1499900.0,4,4,0,0
48,43.8563707,-79.3376825,Markham,Detached,House,Central air conditioning,Forced air,1498000.0,4,3,1,1
49,42.28382,-82.997089,Windsor,Detached,House,Central air conditioning,Forced air,1475000.0,4,3,0,0
50,43.3248924,-79.7966835,Burlington,Detached,House,Central air conditioning,Forced air,1400000.0,4,3,0,0
51,43.225693,-79.976692,Ancaster,Detached,House,Central air conditioning,Forced air,1399900.0,3,3,1,0
52,43.713895,-79.486737,Toronto,Detached,House,Central air conditioning,Forced air,1399900.0,3,3,1,1
53,43.2560802,-79.8728583,Hamilton,Detached,House,Central air conditioning,Forced air,1398000.0,4,4,0,0
54,43.3248924,-79.7966835,Burlington,Detached,House,Central air conditioning,Forced air,1379900.0,3,3,1,1
55,43.793231,-79.263929,Toronto,Detached,House,Central air conditioning,Forced air,1350000.0,4,3,0,1
56,43.2560802,-79.8728583,Hamilton,Detached,House,Central air conditioning,Forced air,1350000.0,5,3,0,0
57,43.96868585,-78.65135738273909,Clarington,Detached,House,Central air conditioning,Forced air,1349000.0,4,4,0,1
58,43.3248924,-79.7966835,Burlington,Detached,House,Central air conditioning,Forced air,1299999.0,3,2,1,1
59,43.3248924,-79.7966835,Burlington,Detached,House,Central air conditioning,Forced air,1299999.0,3,2,1,0
60,43.7941544,-79.5268023,Vaughan,Detached,House,Central air conditioning,Forced air,1299000.0,4,4,0,1
61,44.014469,-79.323704,Whitchurch-Stouffville,Detached,House,Central air conditioning,Forced air,1279000.0,4,4,1,1
62,43.8975558,-78.8635324,Oshawa,Detached,House,Central air conditioning,Forced air,1279000.0,4,3,1,0
63,43.2167526,-79.7567616,Stoney Creek,Detached,House,Central air conditioning,Forced air,1250000.0,3,4,0,0
64,43.6858146,-79.7599337,Brampton,Detached,House,Central air conditioning,Forced air,1249999.0,4,4,1,1
65,43.2560802,-79.8728583,Hamilton,Detached,House,Central air conditioning,"Baseboard heaters, Boiler",1249000.0,3,3,1,0
66,43.5460516,-80.2493276,Guelph,Detached,House,Central air conditioning,Forced air,1199900.0,4,3,0,0
67,42.3167397,-83.0373389,Windsor,Detached,House,Central air conditioning,Forced air,1199900.0,5,4,0,0
68,43.073558,-79.950127,Caledonia,Detached,House,Central air conditioning,Forced air,1199900.0,4,2,0,0
69,43.33583,-80.06361,Flamborough,Detached,House,Central air conditioning,Forced air,1199000.0,3,3,0,0
70,43.6858146,-79.7599337,Brampton,Detached,House,Central air conditioning,Forced air,1199000.0,3,4,1,1
71,43.3248924,-79.7966835,Burlington,Detached,House,Central air conditioning,Forced air,1185000.0,3,2,1,0
72,43.5896231,-79.6443879,Mississauga,Detached,House,Central air conditioning,Forced air,1178888.0,3,3,0,1
73,44.3893113,-79.6901736,Barrie,Detached,House,Central air conditioning,Forced air,1159900.0,4,3,0,1
74,44.14125,-79.395028,East Gwillimbury,Townhouse,Row / Townhouse,Central air conditioning,Forced air,1150000.0,3,3,0,1
75,43.513671,-79.882817,Milton,Detached,House,Central air conditioning,Forced air,1125000.0,3,4,1,0
76,44.014469,-79.323704,Whitchurch-Stouffville,Townhouse,Row / Townhouse,Central air conditioning,Forced air,1120000.0,3,3,1,0
77,43.3314156,-79.8956803,Waterdown,Townhouse,Row / Townhouse,Central air conditioning,Forced air,1099900.0,4,3,0,0
78,43.6858146,-79.7599337,Brampton,Detached,House,Central air conditioning,Forced air,1099900.0,3,3,0,0
79,43.2560802,-79.8728583,Hamilton,Detached,House,Central air conditioning,Forced air,1099900.0,5,3,0,0
80,43.766199,-79.18128,Toronto,Detached,House,Central air conditioning,Forced air,1099800.0,3,4,1,1
81,43.687783,-79.450978,Toronto,Semi-Detached,House,Central air conditioning,Hot water radiator heat,1099000.0,3,3,0,0
82,44.3150892,-79.5461073,Innisfil,Detached,House,Central air conditioning,Forced air,1098800.0,3,3,0,0
83,43.3248924,-79.7966835,Burlington,Detached,House,Central air conditioning,Forced air,1070000.0,3,2,0,0
84,43.3248924,-79.7966835,Burlington,Detached,House,Central air conditioning,Forced air,1070000.0,3,2,0,0
85,43.8563707,-79.3376825,Markham,Townhouse,Row / Townhouse,Central air conditioning,Forced air,999999.0,3,3,1,0
86,43.6858146,-79.7599337,Brampton,Detached,House,Central air conditioning,Forced air,999999.0,4,2,1,0
87,45.4208777,-75.6901106,Ottawa,Detached,House,Central air conditioning,Forced air,999900.0,4,4,1,1
88,43.6858146,-79.7599337,Brampton,Townhouse,Row / Townhouse,Central air conditioning,Forced air,999900.0,4,5,1,1
89,43.8563707,-79.3376825,Markham,Townhouse,Row / Townhouse,Central air conditioning,Forced air,999900.0,3,4,1,0
90,44.11697,-79.497616,East Gwillimbury,Townhouse,Row / Townhouse,Central air conditioning,Forced air,988888.0,4,4,1,0
91,43.513671,-79.882817,Milton,Semi-Detached,House,Central air conditioning,Forced air,979900.0,3,3,0,0
92,43.447436,-79.666672,Oakville,Townhouse,Row / Townhouse,Central air conditioning,Forced air,979000.0,3,4,0,1
93,43.6858146,-79.7599337,Brampton,Townhouse,Row / Townhouse,Central air conditioning,Forced air,930000.0,3,3,0,0
94,42.8844706,-80.1139414,Jarvis,Detached,House,Central air conditioning,Forced air,914988.0,4,4,0,0
95,43.3248924,-79.7966835,Burlington,Townhouse,Row / Townhouse,Central air conditioning,Forced air,899900.0,2,3,1,0
96,43.96868585,-78.65135738273909,Clarington,Detached,House,Central air conditioning,Forced air,899900.0,3,3,0,1
97,42.2450635,-83.0606534,LaSalle,Detached,House,Central air conditioning,Forced air,899299.0,4,3,1,0
98,43.8563707,-79.3376825,Markham,Townhouse,Row / Townhouse,Central air conditioning,Forced air,899000.0,3,3,0,0
99,43.451291,-80.4927815,Kitchener,Detached,House,Central air conditioning,Forced air,899000.0,3,4,1,0
100,43.8975558,-78.8635324,Oshawa,Detached,House,Central air conditioning,Forced air,899000.0,2,3,1,1
101,44.118081,-79.618447,Bradford West Gwillimbury,Townhouse,Row / Townhouse,Central air conditioning,Forced air,894800.0,3,4,0,0
102,44.014469,-79.323704,Whitchurch-Stouffville,Detached,House,Central air conditioning,Forced air,889000.0,4,3,0,1
103,42.3791473,-82.2102956,Chatham,Detached,House,Central air conditioning,Forced air,875000.0,2,3,0,0
104,44.5445701,-79.54891085886374,Oro-Medonte,Townhouse,Row / Townhouse,Central air conditioning,Forced air,864900.0,2,3,1,1
105,44.376812,-79.470068,Georgina,Detached,House,Central air conditioning,Forced air,849900.0,3,1,0,1
106,43.6858146,-79.7599337,Brampton,Townhouse,Row / Townhouse,Central air conditioning,Forced air,849000.0,3,3,0,0
107,45.274101,-75.27935,Embrun,Detached,House,Central air conditioning,Forced air,849000.0,3,4,0,1
108,43.636597,-79.432422,Toronto,Townhouse,Row / Townhouse,Wall unit,Baseboard heaters,836000.0,2,1,1,0
109,43.5460516,-80.2493276,Guelph,Detached,House,Central air conditioning,Forced air,799999.0,3,3,0,0
110,43.5896231,-79.6443879,Mississauga,Townhouse,Row / Townhouse,Central air conditioning,Forced air,799991.0,2,2,0,0
111,44.1435081,-79.41190570379848,East Gwillimbury,Detached,House,Central air conditioning,Forced air,799900.0,4,2,0,0
112,43.8505287,-79.0208814,Ajax,Semi-Detached,House,Central air conditioning,Forced air,799000.0,4,4,0,0
113,43.6858146,-79.7599337,Brampton,Detached,House,Central air conditioning,Forced air,799000.0,3,3,1,0
114,43.6858146,-79.7599337,Brampton,Detached,House,Central air conditioning,Forced air,775000.0,3,2,0,1
115,45.3128048,-75.8940505,Kanata,Townhouse,Row / Townhouse,Central air conditioning,Forced air,749900.0,4,3,0,1
116,42.3048504,-82.5479704,Stoney Point,Detached,House,Central air conditioning,Forced air,749900.0,3,1,0,0
117,42.246782,-82.992243,Windsor,Detached,House,Central air conditioning,Forced air,749900.0,3,3,1,0
118,43.121034,-79.804001,Binbrook,Townhouse,Row / Townhouse,Central air conditioning,Forced air,718850.0,3,4,0,0
119,43.2560802,-79.8728583,Hamilton,Detached,House,Central air conditioning,Forced air,699990.0,5,2,1,0
120,43.2560802,-79.8728583,Hamilton,Detached,House,Central air conditioning,Forced air,699900.0,2,2,1,0
121,43.1579812,-79.2441003,St. Catharines,Detached,House,Central air conditioning,Forced air,699900.0,2,2,1,0
122,44.3893113,-79.6901736,Barrie,Detached,House,Central air conditioning,Forced air,699000.0,3,1,1,0
123,43.3248924,-79.7966835,Burlington,Townhouse,Row / Townhouse,Central air conditioning,Forced air,699000.0,3,2,0,0
124,43.87982,-78.9421751,Whitby,Detached,House,Central air conditioning,Forced air,699000.0,2,2,1,0
125,43.621861,-79.943877,Halton Hills,Semi-Detached,House,Central air conditioning,Forced air,695000.0,3,2,0,0
126,43.2560802,-79.8728583,Hamilton,Townhouse,Row / Townhouse,Central air conditioning,Forced air,689999.0,2,3,0,0
127,43.3600536,-80.3123023,Cambridge,Townhouse,Row / Townhouse,Central air conditioning,Forced air,669900.0,3,4,0,1
128,45.4208777,-75.6901106,Ottawa,Townhouse,Row / Townhouse,Central air conditioning,Forced air,655000.0,3,3,0,0
129,43.96868585,-78.65135738273909,Clarington,Detached,House,Central air conditioning,Forced air,650000.0,2,2,1,0
130,45.3341367,-75.2519986,Limoges,Detached,House,None,Forced air,564900.0,3,1,0,0
131,45.3341367,-75.2519986,Limoges,Semi-Detached,House,None,Forced air,554900.0,3,3,0,0
132,44.2963945,-77.5485522,Stirling,Detached,House,Central air conditioning,Forced air,545000.0,3,2,1,1
133,43.1408157,-80.2631733,Brantford,Detached,House,Central air conditioning,Forced air,499900.0,2,2,0,0
134,44.2963945,-77.5485522,Stirling,Detached,House,Central air conditioning,"Forced air, Heat Pump",499900.0,3,2,1,1
135,45.4413007,-74.8986384,Fournier,Detached,House,Central air conditioning,Forced air,449900.0,3,2,0,0
136,46.49272,-80.991211,Sudbury,Detached,House,Central air conditioning,Forced air,429900.0,3,2,0,0
137,43.9526078,-77.34742339,Prince Edward County,Detached,House,Central air conditioning,Forced air,429900.0,2,2,0,0
138,44.6310905,-81.268759,South Bruce Peninsula,Detached,House,None,"Baseboard heaters, Forced air",429000.0,3,1,0,0
139,42.7838172,-82.126915,Oil Springs,Detached,House,None,Boiler,389900.0,4,2,0,0
140,42.9746137,-82.4065585,Sarnia,Detached,House,None,Forced air,324900.0,2,1,0,0
141,44.7164408,-79.77099198066065,Tay,Detached,Mobile Home,Window air conditioner,Baseboard heaters,299900.0,2,1,0,1
142,43.73952294,-79.4150904,Toronto,Detached,House,Central air conditioning,Forced air,3000000.0,4,4,0,1
143,43.767383,-79.411426,Toronto,Detached,House,Central air conditioning,Forced air,2988000.0,5,6,1,1
144,45.4208777,-75.6901106,Ottawa,Detached,House,Central air conditioning,Forced air,2495000.0,4,5,1,1
145,43.7941544,-79.5268023,Vaughan,Detached,House,Central air conditioning,Forced air,2388000.0,6,6,0,0
146,43.7941544,-79.5268023,Vaughan,Detached,House,Central air conditioning,Forced air,2299900.0,5,5,1,1
147,43.668236,-79.420351,Toronto,Semi-Detached,House,Central air conditioning,Radiant heat,2200000.0,4,4,1,0
148,43.447436,-79.666672,Oakville,Detached,House,Central air conditioning,Forced air,2199888.0,5,4,1,1
149,43.729413,-79.39237,Toronto,Detached,House,Central air conditioning,Radiant heat,2198000.0,3,4,1,1
150,43.710815,-79.418648,Toronto,Detached,House,Central air conditioning,Forced air,2188000.0,3,4,0,1
152,43.447436,-79.666672,Oakville,Detached,House,Central air conditioning,Forced air,2099888.0,5,4,1,1
153,43.7941544,-79.5268023,Vaughan,Detached,House,Central air conditioning,Forced air,2050000.0,4,5,0,1
154,43.447436,-79.666672,Oakville,Detached,House,Central air conditioning,Forced air,1998000.0,4,4,1,1
155,44.056258,-79.461708,Newmarket,Detached,House,Central air conditioning,Forced air,1968888.0,4,5,1,1
156,43.513671,-79.882817,Milton,Detached,House,Central air conditioning,Forced air,1949900.0,4,4,1,1
157,43.8563707,-79.3376825,Markham,Detached,House,Central air conditioning,Forced air,1899900.0,4,4,1,1
158,43.7941544,-79.5268023,Vaughan,Detached,House,Central air conditioning,Forced air,1899000.0,4,4,1,1
159,43.99973,-79.467545,Aurora,Detached,House,Central air conditioning,Forced air,1898888.0,4,5,0,1
160,43.3248924,-79.7966835,Burlington,Detached,House,Central air conditioning,Forced air,1799999.0,3,4,0,1
161,43.3248924,-79.7966835,Burlington,Detached,House,Central air conditioning,Forced air,1799999.0,3,4,0,0
162,44.056258,-79.461708,Newmarket,Detached,House,Central air conditioning,Forced air,1799900.0,4,5,0,1
163,43.7941544,-79.5268023,Vaughan,Detached,House,Central air conditioning,Forced air,1699000.0,4,3,0,1
164,43.447436,-79.666672,Oakville,Detached,House,Central air conditioning,Forced air,1698880.0,4,4,1,1
165,43.8563707,-79.3376825,Markham,Detached,House,Central air conditioning,Forced air,1679000.0,4,4,0,1
166,43.3600536,-80.3123023,Cambridge,Detached,House,Central air conditioning,Forced air,1649000.0,3,3,0,1
167,43.7941544,-79.5268023,Vaughan,Detached,House,Central air conditioning,Forced air,1649000.0,3,4,1,1
168,43.768097,-79.492601,Toronto,Detached,House,Central air conditioning,Forced air,1580000.0,3,3,1,1
169,43.5896231,-79.6443879,Mississauga,Detached,House,Central air conditioning,Forced air,1579000.0,4,3,0,0
170,43.686567,-79.337066,Toronto,Semi-Detached,House,Central air conditioning,Forced air,1549900.0,4,3,0,0
171,43.621861,-79.943877,Halton Hills,Detached,House,Central air conditioning,Forced air,1499900.0,4,4,1,1
172,43.447436,-79.666672,Oakville,Detached,House,Central air conditioning,Forced air,1499000.0,3,3,0,1
173,43.3248924,-79.7966835,Burlington,Detached,House,Central air conditioning,Forced air,1499000.0,3,3,1,1
174,43.3248924,-79.7966835,Burlington,Detached,House,Central air conditioning,Forced air,1499000.0,3,3,1,0
175,43.650005,-79.482809,Toronto,Detached,House,Wall unit,Hot water radiator heat,1499000.0,3,2,1,1
176,43.8563707,-79.3376825,Markham,Detached,House,Central air conditioning,Forced air,1488800.0,4,4,0,1
177,43.676218,-79.291151,Toronto,Semi-Detached,House,Central air conditioning,Forced air,1479000.0,3,4,1,1
178,43.3248924,-79.7966835,Burlington,Detached,House,Central air conditioning,Forced air,1399900.0,4,2,1,1
179,43.3248924,-79.7966835,Burlington,Detached,House,Central air conditioning,Forced air,1399900.0,4,2,1,0
180,44.1150554,-78.90598875892695,Scugog,Detached,House,Central air conditioning,Forced air,1399000.0,2,4,1,1
181,43.8801166,-79.4392925,Richmond Hill,Townhouse,Row / Townhouse,Central air conditioning,Forced air,1388000.0,3,4,1,1
182,43.447436,-79.666672,Oakville,Townhouse,Row / Townhouse,Central air conditioning,Forced air,1349900.0,4,5,1,1
183,43.3248924,-79.7966835,Burlington,Detached,House,Central air conditioning,Forced air,1349000.0,3,2,0,0
184,43.3248924,-79.7966835,Burlington,Detached,House,Central air conditioning,Forced air,1349000.0,3,2,0,1
185,44.0818996,-79.77443058053504,New Tecumseth,Detached,House,Central air conditioning,Forced air,1320000.0,4,4,0,1
186,43.7941544,-79.5268023,Vaughan,Detached,House,Central air conditioning,Forced air,1299999.0,4,4,0,1
187,43.99973,-79.467545,Aurora,Detached,House,Central air conditioning,Forced air,1299999.0,4,4,0,1
188,44.7382893,-80.12709935653204,Tiny,Detached,House,Central air conditioning,Forced air,1289999.0,3,3,1,1
189,43.686567,-79.337066,Toronto,Detached,House,Central air conditioning,Forced air,1200000.0,3,2,0,1
190,43.2661904,-79.9546341,Dundas,Detached,House,Central air conditioning,Forced air,1199900.0,3,3,1,0
191,43.6858146,-79.7599337,Brampton,Detached,House,Central air conditioning,Forced air,1199900.0,5,3,1,1
192,43.5460516,-80.2493276,Guelph,Detached,House,Central air conditioning,Forced air,1199000.0,3,4,0,1
193,43.5896231,-79.6443879,Mississauga,Detached,House,Central air conditioning,Forced air,1195000.0,3,1,0,1
194,43.602637,-79.506096,Toronto,Detached,House,Central air conditioning,Forced air,1189000.0,3,2,1,0
195,43.687783,-79.450978,Toronto,Semi-Detached,House,Central air conditioning,Forced air,1189000.0,3,3,0,1
196,43.99973,-79.467545,Aurora,Detached,House,Central air conditioning,Forced air,1188000.0,3,4,1,1
197,43.447436,-79.666672,Oakville,Semi-Detached,House,Central air conditioning,Forced air,1177777.0,3,4,0,1
198,43.6858146,-79.7599337,Brampton,Detached,House,Central air conditioning,Forced air,1175000.0,4,3,0,1
199,44.34159575,-79.34615813017496,Georgina,Detached,House,Central air conditioning,Forced air,1169900.0,3,2,0,1
200,43.621861,-79.943877,Halton Hills,Detached,House,Central air conditioning,Forced air,1150000.0,3,4,0,1
201,42.2928986,-82.7113352,Belle River,Detached,House,Central air conditioning,Forced air,1149999.0,4,4,1,0
202,44.190608,-78.46896060471727,Cavan Monaghan,Detached,House,Central air conditioning,Forced air,1124900.0,4,4,0,1
203,43.96868585,-78.65135738273909,Clarington,Detached,House,Central air conditioning,Baseboard heaters,1100000.0,5,3,1,1
204,43.3248924,-79.7966835,Burlington,Detached,House,Central air conditioning,Forced air,1099999.0,3,3,1,0
205,43.835765,-79.090576,Pickering,Detached,House,Central air conditioning,Forced air,1099000.0,4,4,1,1
206,43.99973,-79.467545,Aurora,Detached,House,Central air conditioning,Forced air,1098000.0,3,3,1,1
208,42.1744783,-82.8215468,Essex,Detached,House,Central air conditioning,Forced air,1089000.0,2,2,1,0
209,43.6858146,-79.7599337,Brampton,Townhouse,Row / Townhouse,Central air conditioning,Forced air,1075000.0,4,4,0,0
210,43.3248924,-79.7966835,Burlington,Townhouse,Row / Townhouse,Central air conditioning,Forced air,1049900.0,3,4,0,0
211,43.650381,-79.55204,Toronto,Detached,House,Central air conditioning,Forced air,1049900.0,3,2,1,0
212,43.5896231,-79.6443879,Mississauga,Townhouse,Row / Townhouse,Central air conditioning,Forced air,1049000.0,3,3,0,0
213,43.704081,-79.255219,Toronto,Detached,House,Central air conditioning,Forced air,1049000.0,3,4,1,0
214,43.513671,-79.882817,Milton,Semi-Detached,House,Central air conditioning,Forced air,1048888.0,3,3,0,1
215,43.660438,-79.465004,Toronto,Semi-Detached,House,Central air conditioning,Forced air,1000000.0,3,2,0,0
216,43.842903,-79.89885,Caledon,Townhouse,Row / Townhouse,Central air conditioning,Forced air,999900.0,3,2,0,0
217,44.056258,-79.461708,Newmarket,Detached,House,Central air conditioning,Forced air,999900.0,4,3,0,1
218,43.6858146,-79.7599337,Brampton,Detached,House,Central air conditioning,Forced air,999900.0,3,4,1,1
219,43.2560802,-79.8728583,Hamilton,Detached,House,Central air conditioning,Forced air,999900.0,3,2,1,0
220,43.447436,-79.666672,Oakville,Townhouse,Row / Townhouse,Central air conditioning,Forced air,999888.0,2,3,1,0
221,43.656078,-79.36364,Toronto,Townhouse,Row / Townhouse,Central air conditioning,Forced air,999000.0,3,2,1,1
222,43.5896231,-79.6443879,Mississauga,Detached,House,Central air conditioning,Forced air,999000.0,3,3,0,0
223,43.7941544,-79.5268023,Vaughan,Townhouse,Row / Townhouse,Central air conditioning,Forced air,998800.0,3,3,0,1
224,43.87982,-78.9421751,Whitby,Detached,House,Central air conditioning,Forced air,979000.0,3,3,0,0
225,43.690678,-79.313802,Toronto,Semi-Detached,House,Central air conditioning,Forced air,949000.0,3,3,0,0
226,43.3248924,-79.7966835,Burlington,Detached,House,Central air conditioning,Forced air,949000.0,3,3,0,1
227,43.513671,-79.882817,Milton,Townhouse,Row / Townhouse,Central air conditioning,Forced air,929000.0,3,3,0,1
228,43.2560802,-79.8728583,Hamilton,Detached,House,Central air conditioning,Forced air,925000.0,2,2,0,0
229,43.5460516,-80.2493276,Guelph,Townhouse,Row / Townhouse,Central air conditioning,Forced air,919900.0,3,3,0,0
230,43.731742,-79.262514,Toronto,Detached,House,Central air conditioning,Forced air,899900.0,5,3,1,0
231,43.693021,-79.532953,Toronto,Detached,House,Central air conditioning,Forced air,899900.0,3,2,1,0
232,43.727586,-79.517186,Toronto,Semi-Detached,House,Central air conditioning,Forced air,899900.0,3,2,0,0
233,44.118081,-79.618447,Bradford West Gwillimbury,Detached,House,Central air conditioning,Forced air,899900.0,3,3,0,1
234,43.5896231,-79.6443879,Mississauga,Townhouse,Row / Townhouse,Central air conditioning,Forced air,899000.0,3,3,0,0
235,42.28382,-82.997089,Windsor,Detached,House,Central air conditioning,Forced air,899000.0,4,3,0,1
237,43.96868585,-78.65135738273909,Clarington,Detached,House,Central air conditioning,Forced air,879000.0,3,4,1,1
238,43.3248924,-79.7966835,Burlington,Semi-Detached,House,Central air conditioning,Forced air,869900.0,3,2,0,0
239,43.2556116,-79.0723264,Niagara-on-the-Lake,Detached,House,Central air conditioning,Forced air,868000.0,2,1,0,1
240,44.4233365,-78.2721953,Lakefield,Detached,House,Central air conditioning,Forced air,865000.0,1,3,1,1
241,45.4810323,-75.5100002,Orleans,Detached,House,Central air conditioning,Forced air,849900.0,5,3,0,1
242,43.621861,-79.943877,Halton Hills,Detached,House,Central air conditioning,Forced air,849900.0,3,3,1,1
243,43.87982,-78.9421751,Whitby,Townhouse,Row / Townhouse,Central air conditioning,Forced air,849000.0,4,4,0,1
244,43.8505287,-79.0208814,Ajax,Detached,House,Central air conditioning,Forced air,849000.0,4,2,0,0
245,45.4208777,-75.6901106,Ottawa,Detached,House,Central air conditioning,Forced air,829900.0,4,3,0,0
246,43.447436,-79.666672,Oakville,Detached,House,Central air conditioning,Forced air,827777.0,3,3,1,0
247,43.9595998,-78.1677784,Cobourg,Detached,House,Central air conditioning,"Forced air, Heat Pump",825000.0,3,3,0,0
248,43.9595998,-78.1677784,Cobourg,Detached,House,Central air conditioning,Forced air,825000.0,3,3,0,1
249,43.38339,-80.6997,New Hamburg,Detached,House,Central air conditioning,Hot water radiator heat,809000.0,5,3,0,0
250,43.6858146,-79.7599337,Brampton,Townhouse,Row / Townhouse,Central air conditioning,Forced air,799999.0,3,3,0,0
251,43.451291,-80.4927815,Kitchener,Detached,House,Central air conditioning,Forced air,799900.0,3,2,1,1
252,43.96868585,-78.65135738273909,Clarington,Detached,House,Central air conditioning,Forced air,799900.0,4,3,0,1
253,45.0617824,-75.5175929,Hallville,Detached,House,Central air conditioning,Forced air,799900.0,3,2,0,1
254,43.513671,-79.882817,Milton,Townhouse,Row / Townhouse,Central air conditioning,Forced air,799900.0,3,3,0,0
255,43.6858146,-79.7599337,Brampton,Semi-Detached,House,Central air conditioning,Forced air,799900.0,3,3,1,0
